source_id,survey,wave,original_name,section,description,answer_categories_and_codes,filter,anonymisation_rule,source_document,source_location,extraction_method,review_status
EHIS-W2-ANON-RULES,EHIS,2,SEX,,Sex of respondent,"1 Male 2 Female -1 missing (don’t know, refusal)",Everybody,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 2,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,AGE,,Age of respondent in completed years at the time of the interview,"digit number – 1 missing (don’t know, refusal)",Everybody,"5 years age groups with top coding (85 and more): 15-17, 18-19, 20-24, …, 85+ Country specific rule for: • MT and IS: top coding is 75 or more • SK: top coding is 80 or more",EHIS wave 2 variables and anonymisation rules.docx.pdf,page 2,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,COUNTRY,,Country of residence,"2 digits based on NUTS, at the most aggregated level (level 0 or country level) – 1 missing (don’t know, refusal)",Everybody,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 2,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,BIRTHPLACE,,Country of birth,"10 Native-born 21 Born in another EU Member State 22 Born in non-EU country – 1 missing (don’t know, refusal)",Everybody,unaltered Country-specific rule: • MT and IS: codes 21 and 22 grouped together as code 21,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 2,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,CITIZEN,,Country of citizenship at time of data collection,"10 National/has citizenship of the reporting country 21 Non-national/does not have citizenship of the reporting country but national of other EU Member States 22 Non-national/does not have citizenship of the reporting country but non-EU country nationality – 1 missing (don’t know, refusal)",Everybody,"unaltered Country-specific rule: • MT, IS and NO: codes 21 and 22 grouped together as code 21",EHIS wave 2 variables and anonymisation rules.docx.pdf,page 3,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,REGION,,Region of residence,Coding according to NUTS at 2-digit level – 1 missing,Everybody,removed,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 3,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,DEG_URB,,Degree of urbanisation,1 Densely-populated area 2 Intermediate-populated area 3 Thinly-populated area – 1 missing,Everybody,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 3,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,MARSTALEGAL,,Legal marital status,"1 Never married and never been in a registered partnership 2 Married or in a registered partnership 3 Widowed or in registered partnership that ended with death of partner (not remarried or in new registered partnership) 4 Divorced or in registered partnership that was legally dissolved (not remarried or in new registered partnership) – 1 missing (don’t know, refusal)",Everybody,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 3,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,MARSTADEFACTO,,De facto marital status,"1 Person living in a consensual union 2 Person not living in a consensual union – 1 missing (don’t know, refusal)",Everybody,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 3,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,HATLEVEL,,Highest level of education completed (Educational attainment),"Based on ISCED-2011 classification 0 Early childhood development, pre-primary education 1 Primary education 2 Lower secondary education 3 Upper secondary education 4 Post-secondary but non-tertiary education 5 Tertiary education; short-cycle 6 Tertiary education; bachelor level or equivalent 7 Tertiary education; master level or equivalent 8 Tertiary education; doctoral level or – 1 missing (don’t know, refusal)",Everybody,"unaltered Country-specific rule for: • MT: the following adaptations were done: › ISCED 0, 1 and 2 are grouped into one category (code 1) › ISCED 3 and 4 are grouped into one category (code 2) › ISCED 5, 6, 7 and 8 are grouped into one category (code 3) • PT: top coding is ISCED 5 or more",EHIS wave 2 variables and anonymisation rules.docx.pdf,page 4,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,MAINSTAT,,Self-declared labour status,"10 Carries out a job or profession, including unpaid work for a family business or holding, an apprenticeship or paid traineeship, etc. 20 Unemployed 31 Pupil, student, further training, unpaid work experience 32 In retirement or early retirement or has given up business 33 Permanently disabled 34 In compulsory military or community service 35 Fulfilling domestic tasks 36 Other inactive person – 1 missing (don’t know, refusal)",Everybody,"unaltered Country-specific rule for MT: codes 31, 33, 34, 35 and 36 are put together into the category 'Other' (code 36)",EHIS wave 2 variables and anonymisation rules.docx.pdf,page 4,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,FT_PT,,Full or part-time work,"1 Full-time 2 Part-time – 1 missing (don’t know, refusal) – 2 not applicable",MAINSTAT = 10,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 4,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,JOBSTAT,,Status in employment,"10 Self-employed 21 Employee with a permanent job/work contract of unlimited duration 22 Employee with a temporary job/work contract of limited duration – 1 missing (don’t know, refusal) – 2 not applicable",MAINSTAT = 10,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 5,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,JOBISCO,,Occupation in employment,"ISCO-08 coded at 2-digit level – 1 missing (don’t know, refusal) – 2 not applicable",MAINSTAT = 10,kept with 1 digit,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 5,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,LOCNACE,,Economic sector in employment,"NACE Rev. 2 — sections – 1 missing (don’t know, refusal) – 2 not applicable",MAINSTAT = 10,"regrouped in 9 sectors groups: 1. Agriculture, forestry and fishing (NACE code A) 2. Manufacturing, mining and quarrying and other industry (NACE codes B, C, D and E) 3. Construction (NACE code F) 4. Wholesale and retail trades, transport, information and communication, accommodation and food service activities (NACE codes G, H, I and J) 5. Financial and insurance activities (NACE code K) 6. Business services and real estate activities (NACE codes L, M and N) 7. Public administration, defence, education, human health and social work activities (NACE codes O, P, and Q) 8. Other services - NACE codes R, S, T and U 9. Unknown sector Country-specific rule: • MT: codes 1, 2 and 3 regrouped together as code 1",EHIS wave 2 variables and anonymisation rules.docx.pdf,page 5,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,HHNBPERS,,"Number of persons living in household, including the respondent","0 – 98 – 1 missing (don’t know, refusal)",Everybody,top coding (7 or more) Country-specific rule: • MT and IS: top coding is 6 or more,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 6,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,HHNBPERS_0_4,,Number of persons aged 4 or younger,"0 – 98 – 1 missing (don’t know, refusal)",Everybody,"top coding (3 or more) Country-specific rule: • MT, SK and IS: top coding is 2 or more",EHIS wave 2 variables and anonymisation rules.docx.pdf,page 6,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,HHNBPERS_5_13,,Number of persons aged from 5 to 13,"0 – 98 – 1 missing (don’t know, refusal)",Everybody,"top coding (3 or more) Country-specific rule: • MT, IS: top coding is 2 or more",EHIS wave 2 variables and anonymisation rules.docx.pdf,page 6,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,HHNBPERS_14_15,,Number of persons aged from 14 to 15,"0 – 98 – 1 missing (don’t know, refusal)",Everybody,"top coding (3 or more) Country-specific rule: • MT, SK and IS: top coding is 2 or more",EHIS wave 2 variables and anonymisation rules.docx.pdf,page 6,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,HHNBPERS_16_24,,Number of persons aged from 16 to 24,"0 – 98 – 1 missing (don’t know, refusal)",Everybody,top coding (3 or more) Country-specific rule: • MT and IS: top coding is 2 or more,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 6,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,HHNBPERS_25_64,,Number of persons aged from 25 to 64,"0 – 98 – 1 missing (don’t know, refusal)",Everybody,top coding (3 or more),EHIS wave 2 variables and anonymisation rules.docx.pdf,page 6,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,HHNBPERS_65PLUS,,Number of persons aged 65 and over,"0 – 98 – 1 missing (don’t know, refusal)",Everybody,"top coding (3 or more) Country-specific rule: • MT, SK and IS: top coding is 2 or more",EHIS wave 2 variables and anonymisation rules.docx.pdf,page 6,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,HHTYPE,,Type of household,"10 One-person household 21 Lone parent with child(ren) aged less than 25 22 Couple without child(ren) aged less than 25 23 Couple with child(ren) aged less than 25 Couple or lone parent with child(ren) aged less than 25 and other persons living in 24 household 25 Other type of household – 1 missing (don’t know, refusal)",Everybody,Regrouped answer categories: 1. One-person household; 2. Lone parent with child(ren) less than 25; 3. Couple with child(ren) aged 4. Couple without child(ren) aged less than 25; 5. Other,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 7,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,HH_ACT,,Number of persons aged 16 – 64 in the household who are employed,"0 – 98 – 1 missing (don’t know, refusal)",Everybody,unaltered Country-specific rule: • DE: top coding is 6 or more • MT: top coding is 3 or more • SK: top coding is 4 or more,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 7,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,HH_INACT,,Number of persons aged 16 – 64 in the household who are unemployed or are economically inactive,"0 – 98 – 1 missing (don’t know, refusal)",Everybody,unaltered Country-specific rule: • DE: top coding is 5 or more • MT and SK: top coding is 3 or more,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 7,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,HHINCOME,,Net monthly equivalised income of the household,"1 Below 1st quintile 2 Between 1st quintile and 2nd quintile 3 Between 2nd quintile and 3rd quintile 4 Between 3rd quintile and 4th quintile 5 Between 4th quintile and 5th quintile – 1 missing (don’t know, refusal)",Everybody,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 7,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,HS1,,Self-perceived general health: how a person perceives his/her health in general,"1 Very good 2 Good 3 Fair 4 Bad 5 Very bad – 1 missing (don’t know, refusal)",Everybody,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 8,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,HS2,,Long-standing health problem: Suffer from any illness or health problem of a duration of at least six months,"1 Yes 2 No – 1 missing (don’t know, refusal)",Everybody,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 8,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,HS3,,General activity limitation: Limitation in activities people usually do because of health problems for at least the past six months conditions,"1 Severely limited 2 Limited but not severely 3 Not limited at all – 1 missing (don’t know, refusal)",Everybody,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 8,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,CD1a,,Suffering from asthma in the past 12 months (allergic asthma included),"1 Yes 2 No – 1 missing (don’t know, refusal)",Everybody,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 8,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,CD1b,,"Suffering from chronic bronchitis, chronic obstructive pulmonary disease or emphysema in the past 12 months","1 Yes 2 No – 1 missing (don’t know, refusal)",Everybody,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 8,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,CD1c,,Suffering from a myocardial infarction (heart attack) in the past 12 months,"1 Yes 2 No – 1 missing (don’t know, refusal)",Everybody,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 8,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,CD1d,,Suffering from a coronary heart disease or angina pectoris in the past 12 months,"1 Yes 2 No – 1 missing (don’t know, refusal)",Everybody,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 9,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,CD1e,,Suffering from high blood pressure in the past 12 months,"1 Yes 2 No – 1 missing (don’t know, refusal)",Everybody,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 9,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,CD1f,,"Suffering from a stroke (cerebral haemorrhage, cerebral thrombosis) in the past 12 months","1 Yes 2 No – 1 missing (don’t know, refusal)",Everybody,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 9,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,CD1g,,Suffering from arthrosis (arthritis excluded) in the past 12 months,"1 Yes 2 No – 1 missing (don’t know, refusal)",Everybody,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 9,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,CD1h,,Suffering from a low back disorder or other chronic back defect in the past 12 months,"1 Yes 2 No – 1 missing (don’t know, refusal)",Everybody,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 9,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,CD1i,,Suffering from a neck disorder or other chronic neck defect in the past 12 months,"1 Yes 2 No – 1 missing (don’t know, refusal)",Everybody,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 9,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,CD1j,,Suffering from diabetes in the past 12 months,"1 Yes 2 No – 1 missing (don’t know, refusal)",Everybody,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 9,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,CD1k,,"Suffering from an allergy, such as rhinitis, eye inflammation, dermatitis, food allergy or other (allergic asthma excluded) in the past 12 months","1 Yes 2 No – 1 missing (don’t know, refusal)",Everybody,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 9,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,CD1l,,Suffering from cirrhosis of the liver in the past 12 months,"1 Yes 2 No – 1 missing (don’t know, refusal)",Everybody,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 10,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,CD1m,,"Suffering from urinary incontinence, problems in controlling the bladder in the past 12 months","1 Yes 2 No – 1 missing (don’t know, refusal)",Everybody,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 10,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,CD1n,,Suffering from kidney problems in the past 12 months,"1 Yes 2 No – 1 missing (don’t know, refusal)",Everybody,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 10,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,CD1o,,Suffering from depression in the past 12 months,"1 Yes 2 No – 1 missing (don’t know, refusal)",Everybody,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 10,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,AC1a,,Occurrence of a road traffic accident in the past 12 months,"1 Yes 2 No – 1 missing (don’t know, refusal)",Everybody,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 10,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,AC1b,,Occurrence of an accident at home in the past 12 months,"1 Yes 2 No – 1 missing (don’t know, refusal)",Everybody,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 10,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,AC1c,,Occurrence of a leisure accident in the past 12 months,"1 Yes 2 No – 1 missing (don’t know, refusal)",Everybody,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 10,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,AC2,,Most serious medical care intervention for the most serious accident in the past 12 months to health problems),"1 Admission to a hospital or any other health facility 2 A doctor or nurse 3 No intervention was needed – 1 missing (don’t know, refusal) – 2 not applicable",if AC1a = 1 or AC1b = 1 or AC1c = 1,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 11,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,AW1,,Absent from work due to personal health problems in the past 12 months,"1 Yes 2 No – 1 missing (don’t know, refusal) – 2 not applicable",if MAINSTAT = 10,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 11,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,AW2,,Number of days of absence from work due to personal health problems in the past 12 months functional limitations,"Number of days – 1 missing (don’t know, refusal) – 2 not applicable",if AW1 = 1,regrouped: 1. 1-7 days; 2. 8-14 days; 3. 15-30 days; 4. 31 to 180 days; 5. 181 days or more Country-specific rule: • MT: categories '31 to 180 days' and '181 days or more' are grouped into one category '31 days or more' (code 4),EHIS wave 2 variables and anonymisation rules.docx.pdf,page 11,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,PL1,,Wearing glasses or contact lenses,"1 Yes 2 No 3 Blind or cannot see at all – 1 missing (don’t know, refusal)",Everybody,"codes 2 and 3 put together as code 2 ""No""",EHIS wave 2 variables and anonymisation rules.docx.pdf,page 11,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,PL2,,"Difficulty in seeing, even when wearing glasses or contact lenses","1 No difficulty 2 Some difficulty 3 A lot of difficulty 4 Cannot do at all/Unable to do – 1 missing (don’t know, refusal) – 2 not applicable",If PL1 = 1 or 2,"recoding: for blind people (code 3 in PL1), code 4 is used",EHIS wave 2 variables and anonymisation rules.docx.pdf,page 12,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,PL3,,Use of a hearing aid,"1 Yes 2 No 3 Profoundly deaf – 1 missing (don’t know, refusal)",Everybody,"codes 2 and 3 put together as code 2 ""No""",EHIS wave 2 variables and anonymisation rules.docx.pdf,page 12,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,PL4,,Difficulty in hearing what is said in a conversation with one other person in a quiet room even when using a hearing aid,"1 No difficulty 2 Some difficulty 3 A lot of difficulty 4 Cannot do at all/Unable to do – 1 missing (don’t know, refusal) – 2 not applicable",If PL3 = 1 or 2,"recoding: for deaf people (code 3 in PL3), code 4 is used",EHIS wave 2 variables and anonymisation rules.docx.pdf,page 12,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,PL5,,Difficulty in hearing what is said in a conversation with one other person in a noisier room even when using a hearing aid,"1 No difficulty 2 Some difficulty 3 A lot of difficulty 4 Cannot do at all/Unable to do – 1 missing (don’t know, refusal) – 2 not applicable",If PL3 = 1 or 2 and PL4 = 1 or 2 or 3,"recoding: for deaf people (code 3 in PL3), code 4 is used",EHIS wave 2 variables and anonymisation rules.docx.pdf,page 12,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,PL6,,Difficulty in walking half a km on level ground without the use of any aid,"1 No difficulty 2 Some difficulty 3 A lot of difficulty 4 Cannot do at all/Unable to do – 1 missing (don’t know, refusal)",Everybody,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 12,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,PL7,,Difficulty in walking up or down 12 steps,"1 No difficulty 2 Some difficulty 3 A lot of difficulty 4 Cannot do at all/Unable to do – 1 missing (don’t know, refusal)",Everybody,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 13,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,PC1a,,Difficulty in feeding yourself,"1 No difficulty 2 Some difficulty 3 A lot of difficulty 4 Cannot do at all/Unable to do – 1 missing (don’t know, refusal) – 2 not applicable",if AGE >= 65,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 13,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,PC1b,,Difficulty in getting in and out of a bed or chair,"1 No difficulty 2 Some difficulty 3 A lot of difficulty 4 Cannot do at all/Unable to do – 1 missing (don’t know, refusal) – 2 not applicable",if AGE >= 65,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 13,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,PC1c,,Difficulty in dressing and undressing,"1 No difficulty 2 Some difficulty 3 A lot of difficulty 4 Cannot do at all/Unable to do – 1 missing (don’t know, refusal) – 2 not applicable",if AGE >= 65,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 13,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,PC1d,,Difficulty in using toilets,"1 No difficulty 2 Some difficulty 3 A lot of difficulty 4 Cannot do at all/Unable to do – 1 missing (don’t know, refusal) – 2 not applicable",if AGE >= 65,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 14,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,PC1e,,Difficulty in bathing or showering,"1 No difficulty 2 Some difficulty 3 A lot of difficulty 4 Cannot do at all/Unable to do – 1 missing (don’t know, refusal) – 2 not applicable",if AGE >= 65,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 14,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,PC2,,"Usually receiving help with one or more self-care activities: feeding yourself, getting in and out of a bed or chair, dressing and undressing, using toilets, bathing or showering","1 Yes, with at least one activity 2 No – 1 missing (don’t know, refusal) – 2 not applicable",if (AGE >= 65) and {PC1a ≠ 1 or PC1b ≠ 1 or PC1c ≠ 1 or PC1d ≠ 1 or PC1e ≠ 1},unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 14,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,PC3,,"Need to receive help or more help with one or more self-care activities: feeding yourself, getting in and out of a bed or chair, dressing and undressing, using toilets, bathing or showering","1 Yes, with at least one activity 2 No – 1 missing (don’t know, refusal) – 2 not applicable",if (AGE >= 65) and {PC1a ≠ 1 or PC1b ≠ 1 or PC1c ≠ 1 or PC1d ≠ 1 or PC1e ≠ 1},unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 14,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,HA1a,,Difficulty in preparing meals,"1 No difficulty 2 Some difficulty 3 A lot of difficulty 4 Cannot do at all/Unable to do 5 Not applicable (never tried it or do not need to do it) – 1 missing (don’t know, refusal) – 2 not applicable",if AGE >= 65,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 15,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,HA1b,,Difficulty in using the telephone,"1 No difficulty 2 Some difficulty 3 A lot of difficulty 4 Cannot do at all/Unable to do 5 Not applicable (never tried it or do not need to do it) – 1 missing (don’t know, refusal) – 2 not applicable",if AGE >= 65,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 15,PDF word coordinates,EXTRACTED_UNREVIEWED
